key,value,timestamp,sentence
D - Positive,0.1967,"00:13:42,155 --> 00:13:42,905","[GASPING]"
E - Very Positive,0.0368,"00:13:42,155 --> 00:13:42,905","[GASPING]"
A - Very Negative,0.0598,"00:13:43,156 --> 00:13:44,699","KOWALSKI: Dr. Stone, do you copy?"
A - Negative,0.4480,"00:13:43,156 --> 00:13:44,699","KOWALSKI: Dr. Stone, do you copy?"
C - Neutral,0.4061,"00:13:43,156 --> 00:13:44,699","KOWALSKI: Dr. Stone, do you copy?"
D - Positive,0.0707,"00:13:43,156 --> 00:13:44,699","KOWALSKI: Dr. Stone, do you copy?"
E - Very Positive,0.0154,"00:13:43,156 --> 00:13:44,699","KOWALSKI: Dr. Stone, do you copy?"
A - Very Negative,0.0587,"00:14:09,391 --> 00:14:11,559","[CONTINUES GASPING]"
A - Negative,0.3461,"00:14:09,391 --> 00:14:11,559","[CONTINUES GASPING]"
C - Neutral,0.4023,"00:14:09,391 --> 00:14:11,559","[CONTINUES GASPING]"
D - Positive,0.1572,"00:14:09,391 --> 00:14:11,559","[CONTINUES GASPING]"
E - Very Positive,0.0357,"00:14:09,391 --> 00:14:11,559","[CONTINUES GASPING]"
A - Very Negative,0.0185,"00:14:39,004 --> 00:14:41,756","Kowalski?"
A - Negative,0.2084,"00:14:39,004 --> 00:14:41,756","Kowalski?"
C - Neutral,0.6845,"00:14:39,004 --> 00:14:41,756","Kowalski?"
D - Positive,0.0782,"00:14:39,004 --> 00:14:41,756","Kowalski?"
E - Very Positive,0.0104,"00:14:39,004 --> 00:14:41,756","Kowalski?"
A - Very Negative,0.0765,"00:14:39,004 --> 00:14:41,756","Kowalski, do you copy?"
A - Negative,0.4475,"00:14:39,004 --> 00:14:41,756","Kowalski, do you copy?"
C - Neutral,0.3307,"00:14:39,004 --> 00:14:41,756","Kowalski, do you copy?"
D - Positive,0.1138,"00:14:39,004 --> 00:14:41,756","Kowalski, do you copy?"
E - Very Positive,0.0315,"00:14:39,004 --> 00:14:41,756","Kowalski, do you copy?"
A - Very Negative,0.1241,"00:14:43,050 --> 00:14:46,886","Kowals... I have a vis... Kowalski, I have a visual."
A - Negative,0.2931,"00:14:43,050 --> 00:14:46,886","Kowals... I have a vis... Kowalski, I have a visual."
C - Neutral,0.1135,"00:14:43,050 --> 00:14:46,886","Kowals... I have a vis... Kowalski, I have a visual."
D - Positive,0.2895,"00:14:43,050 --> 00:14:46,886","Kowals... I have a vis... Kowalski, I have a visual."
E - Very Positive,0.1796,"00:14:43,050 --> 00:14:46,886","Kowals... I have a vis... Kowalski, I have a visual."
A - Very Negative,0.0275,"00:14:47,137 --> 00:14:49,805","I have a visual of Explorer."
A - Negative,0.1412,"00:14:47,137 --> 00:14:49,805","I have a visual of Explorer."
C - Neutral,0.4744,"00:14:47,137 --> 00:14:49,805","I have a visual of Explorer."
D - Positive,0.3149,"00:14:47,137 --> 00:14:49,805","I have a visual of Explorer."
E - Very Positive,0.0420,"00:14:47,137 --> 00:14:49,805","I have a visual of Explorer."
A - Very Negative,0.0197,"00:14:50,057 --> 00:14:53,642","With north at 12 o'clock..."
A - Negative,0.1726,"00:14:50,057 --> 00:14:53,642","With north at 12 o'clock..."
C - Neutral,0.7036,"00:14:50,057 --> 00:14:53,642","With north at 12 o'clock..."
D - Positive,0.0938,"00:14:50,057 --> 00:14:53,642","With north at 12 o'clock..."
E - Very Positive,0.0103,"00:14:50,057 --> 00:14:53,642","With north at 12 o'clock..."
A - Very Negative,0.0272,"00:14:54,102 --> 00:14:57,063","...and the shuttle is at the center of the dial."
A - Negative,0.2087,"00:14:54,102 --> 00:14:57,063","...and the shuttle is at the center of the dial."
C - Neutral,0.5927,"00:14:54,102 --> 00:14:57,063","...and the shuttle is at the center of the dial."
D - Positive,0.1543,"00:14:54,102 --> 00:14:57,063","...and the shuttle is at the center of the dial."
E - Very Positive,0.0170,"00:14:54,102 --> 00:14:57,063","...and the shuttle is at the center of the dial."
A - Very Negative,0.0080,"00:14:59,524 --> 00:15:02,193","I can see the Chinese station."
A - Negative,0.0349,"00:14:59,524 --> 00:15:02,193","I can see the Chinese station."
C - Neutral,0.4384,"00:14:59,524 --> 00:15:02,193","I can see the Chinese station."
D - Positive,0.4748,"00:14:59,524 --> 00:15:02,193","I can see the Chinese station."
E - Very Positive,0.0439,"00:14:59,524 --> 00:15:02,193","I can see the Chinese station."
A - Very Negative,0.0521,"00:15:03,278 --> 00:15:05,696","No, it's the International Space Station."
A - Negative,0.3853,"00:15:03,278 --> 00:15:05,696","No, it's the International Space Station."
C - Neutral,0.5221,"00:15:03,278 --> 00:15:05,696","No, it's the International Space Station."
D - Positive,0.0321,"00:15:03,278 --> 00:15:05,696","No, it's the International Space Station."
E - Very Positive,0.0083,"00:15:03,278 --> 00:15:05,696","No, it's the International Space Station."
A - Very Negative,0.0123,"00:15:06,323 --> 00:15:07,907","ISS is at..."
A - Negative,0.0749,"00:15:06,323 --> 00:15:07,907","ISS is at..."
C - Neutral,0.7229,"00:15:06,323 --> 00:15:07,907","ISS is at..."
D - Positive,0.1712,"00:15:06,323 --> 00:15:07,907","ISS is at..."
E - Very Positive,0.0188,"00:15:06,323 --> 00:15:07,907","ISS is at..."
A - Very Negative,0.0899,"00:15:09,117 --> 00:15:11,702","ISS is at 7 o'clock."
A - Negative,0.5052,"00:15:09,117 --> 00:15:11,702","ISS is at 7 o'clock."
C - Neutral,0.3209,"00:15:09,117 --> 00:15:11,702","ISS is at 7 o'clock."
D - Positive,0.0637,"00:15:09,117 --> 00:15:11,702","ISS is at 7 o'clock."
E - Very Positive,0.0203,"00:15:09,117 --> 00:15:11,702","ISS is at 7 o'clock."
A - Very Negative,0.0435,"00:15:19,544 --> 00:15:21,796","Lieutenant Kowalski, do you copy?"
A - Negative,0.4875,"00:15:19,544 --> 00:15:21,796","Lieutenant Kowalski, do you copy?"
C - Neutral,0.4245,"00:15:19,544 --> 00:15:21,796","Lieutenant Kowalski, do you copy?"
D - Positive,0.0377,"00:15:19,544 --> 00:15:21,796","Lieutenant Kowalski, do you copy?"
E - Very Positive,0.0067,"00:15:19,544 --> 00:15:21,796","Lieutenant Kowalski, do you copy?"
A - Very Negative,0.0765,"00:15:27,427 --> 00:15:29,428","Explorer, do you copy?"
A - Negative,0.4475,"00:15:27,427 --> 00:15:29,428","Explorer, do you copy?"
C - Neutral,0.3307,"00:15:27,427 --> 00:15:29,428","Explorer, do you copy?"
D - Positive,0.1138,"00:15:27,427 --> 00:15:29,428","Explorer, do you copy?"
E - Very Positive,0.0315,"00:15:27,427 --> 00:15:29,428","Explorer, do you copy?"
A - Very Negative,0.0765,"00:15:38,563 --> 00:15:40,773","Houston, do you copy?"
A - Negative,0.4475,"00:15:38,563 --> 00:15:40,773","Houston, do you copy?"
C - Neutral,0.3307,"00:15:38,563 --> 00:15:40,773","Houston, do you copy?"
D - Positive,0.1138,"00:15:38,563 --> 00:15:40,773","Houston, do you copy?"
E - Very Positive,0.0315,"00:15:38,563 --> 00:15:40,773","Houston, do you copy?"
A - Very Negative,0.1094,"00:15:45,112 --> 00:15:48,155","Houston, this is Mission Specialist Ryan Stone."
A - Negative,0.4283,"00:15:45,112 --> 00:15:48,155","Houston, this is Mission Specialist Ryan Stone."
C - Neutral,0.2157,"00:15:45,112 --> 00:15:48,155","Houston, this is Mission Specialist Ryan Stone."
D - Positive,0.1872,"00:15:45,112 --> 00:15:48,155","Houston, this is Mission Specialist Ryan Stone."
E - Very Positive,0.0594,"00:15:45,112 --> 00:15:48,155","Houston, this is Mission Specialist Ryan Stone."
A - Very Negative,0.1963,"00:15:48,406 --> 00:15:52,368","I am off structure and I am drifting."
A - Negative,0.6335,"00:15:48,406 --> 00:15:52,368","I am off structure and I am drifting."
C - Neutral,0.1388,"00:15:48,406 --> 00:15:52,368","I am off structure and I am drifting."
D - Positive,0.0179,"00:15:48,406 --> 00:15:52,368","I am off structure and I am drifting."
E - Very Positive,0.0135,"00:15:48,406 --> 00:15:52,368","I am off structure and I am drifting."
A - Very Negative,0.0196,"00:15:48,406 --> 00:15:52,368","Do you copy?"
A - Negative,0.3102,"00:15:48,406 --> 00:15:52,368","Do you copy?"
C - Neutral,0.6414,"00:15:48,406 --> 00:15:52,368","Do you copy?"
D - Positive,0.0255,"00:15:48,406 --> 00:15:52,368","Do you copy?"
E - Very Positive,0.0033,"00:15:48,406 --> 00:15:52,368","Do you copy?"
A - Very Negative,0.0606,"00:15:58,542 --> 00:15:59,834","Anyone...?"
A - Negative,0.5170,"00:15:58,542 --> 00:15:59,834","Anyone...?"
C - Neutral,0.2331,"00:15:58,542 --> 00:15:59,834","Anyone...?"
D - Positive,0.1632,"00:15:58,542 --> 00:15:59,834","Anyone...?"
E - Very Positive,0.0262,"00:15:58,542 --> 00:15:59,834","Anyone...?"
A - Very Negative,0.0103,"00:16:04,005 --> 00:16:05,506","Anybody...?"
A - Negative,0.0903,"00:16:04,005 --> 00:16:05,506","Anybody...?"
C - Neutral,0.8161,"00:16:04,005 --> 00:16:05,506","Anybody...?"
D - Positive,0.0750,"00:16:04,005 --> 00:16:05,506","Anybody...?"
E - Very Positive,0.0084,"00:16:04,005 --> 00:16:05,506","Anybody...?"
A - Very Negative,0.0196,"00:16:08,093 --> 00:16:09,635","Do you copy?"
A - Negative,0.3102,"00:16:08,093 --> 00:16:09,635","Do you copy?"
C - Neutral,0.6414,"00:16:08,093 --> 00:16:09,635","Do you copy?"
D - Positive,0.0255,"00:16:08,093 --> 00:16:09,635","Do you copy?"
E - Very Positive,0.0033,"00:16:08,093 --> 00:16:09,635","Do you copy?"
A - Very Negative,0.0442,"00:16:13,598 --> 00:16:15,182","Please copy."
A - Negative,0.4218,"00:16:13,598 --> 00:16:15,182","Please copy."
C - Neutral,0.4995,"00:16:13,598 --> 00:16:15,182","Please copy."
D - Positive,0.0300,"00:16:13,598 --> 00:16:15,182","Please copy."
E - Very Positive,0.0045,"00:16:13,598 --> 00:16:15,182","Please copy."
A - Very Negative,0.0059,"00:16:17,561 --> 00:16:18,769","Please."
A - Negative,0.0456,"00:16:17,561 --> 00:16:18,769","Please."
C - Neutral,0.9184,"00:16:17,561 --> 00:16:18,769","Please."
D - Positive,0.0277,"00:16:17,561 --> 00:16:18,769","Please."
E - Very Positive,0.0024,"00:16:17,561 --> 00:16:18,769","Please."
A - Very Negative,0.0598,"00:16:38,623 --> 00:16:39,915","KOWALSKI: Dr. Stone, do you copy?"
A - Negative,0.4480,"00:16:38,623 --> 00:16:39,915","KOWALSKI: Dr. Stone, do you copy?"
C - Neutral,0.4061,"00:16:38,623 --> 00:16:39,915","KOWALSKI: Dr. Stone, do you copy?"
D - Positive,0.0707,"00:16:38,623 --> 00:16:39,915","KOWALSKI: Dr. Stone, do you copy?"
E - Very Positive,0.0154,"00:16:38,623 --> 00:16:39,915","KOWALSKI: Dr. Stone, do you copy?"
A - Very Negative,0.0856,"00:16:40,167 --> 00:16:43,252","STONE: Yeah, Lieutenant Kowalski, yes."
A - Negative,0.4081,"00:16:40,167 --> 00:16:43,252","STONE: Yeah, Lieutenant Kowalski, yes."
C - Neutral,0.2962,"00:16:40,167 --> 00:16:43,252","STONE: Yeah, Lieutenant Kowalski, yes."
D - Positive,0.1652,"00:16:40,167 --> 00:16:43,252","STONE: Yeah, Lieutenant Kowalski, yes."
E - Very Positive,0.0450,"00:16:40,167 --> 00:16:43,252","STONE: Yeah, Lieutenant Kowalski, yes."
A - Very Negative,0.0540,"00:16:40,167 --> 00:16:43,252","Yes, Lieutenant Kowalski, I'm here!"
A - Negative,0.3198,"00:16:40,167 --> 00:16:43,252","Yes, Lieutenant Kowalski, I'm here!"
C - Neutral,0.3202,"00:16:40,167 --> 00:16:43,252","Yes, Lieutenant Kowalski, I'm here!"
D - Positive,0.2667,"00:16:40,167 --> 00:16:43,252","Yes, Lieutenant Kowalski, I'm here!"
E - Very Positive,0.0393,"00:16:40,167 --> 00:16:43,252","Yes, Lieutenant Kowalski, I'm here!"
A - Very Negative,0.1073,"00:16:43,503 --> 00:16:46,630","KOWALSKI: Repeat, do you copy?"
A - Negative,0.5253,"00:16:43,503 --> 00:16:46,630","KOWALSKI: Repeat, do you copy?"
C - Neutral,0.2368,"00:16:43,503 --> 00:16:46,630","KOWALSKI: Repeat, do you copy?"
D - Positive,0.0947,"00:16:43,503 --> 00:16:46,630","KOWALSKI: Repeat, do you copy?"
E - Very Positive,0.0359,"00:16:43,503 --> 00:16:46,630","KOWALSKI: Repeat, do you copy?"
A - Very Negative,0.1576,"00:16:43,503 --> 00:16:46,630","STONE: Yes, yes, I copy, I'm here."
A - Negative,0.5378,"00:16:43,503 --> 00:16:46,630","STONE: Yes, yes, I copy, I'm here."
C - Neutral,0.1946,"00:16:43,503 --> 00:16:46,630","STONE: Yes, yes, I copy, I'm here."
D - Positive,0.0700,"00:16:43,503 --> 00:16:46,630","STONE: Yes, yes, I copy, I'm here."
E - Very Positive,0.0400,"00:16:43,503 --> 00:16:46,630","STONE: Yes, yes, I copy, I'm here."
A - Very Negative,0.0318,"00:16:43,503 --> 00:16:46,630","I'm here."
A - Negative,0.1868,"00:16:43,503 --> 00:16:46,630","I'm here."
C - Neutral,0.5439,"00:16:43,503 --> 00:16:46,630","I'm here."
D - Positive,0.2099,"00:16:43,503 --> 00:16:46,630","I'm here."
E - Very Positive,0.0276,"00:16:43,503 --> 00:16:46,630","I'm here."
A - Very Negative,0.0455,"00:16:46,882 --> 00:16:48,174","KOWALSKI: Flash your light."
A - Negative,0.1678,"00:16:46,882 --> 00:16:48,174","KOWALSKI: Flash your light."
C - Neutral,0.2675,"00:16:46,882 --> 00:16:48,174","KOWALSKI: Flash your light."
D - Positive,0.4180,"00:16:46,882 --> 00:16:48,174","KOWALSKI: Flash your light."
E - Very Positive,0.1012,"00:16:46,882 --> 00:16:48,174","KOWALSKI: Flash your light."
A - Very Negative,0.0160,"00:16:48,425 --> 00:16:50,801","STONE: My light?"
A - Negative,0.1854,"00:16:48,425 --> 00:16:50,801","STONE: My light?"
C - Neutral,0.6397,"00:16:48,425 --> 00:16:50,801","STONE: My light?"
D - Positive,0.1458,"00:16:48,425 --> 00:16:50,801","STONE: My light?"
E - Very Positive,0.0131,"00:16:48,425 --> 00:16:50,801","STONE: My light?"
A - Very Negative,0.0095,"00:16:48,425 --> 00:16:50,801","KOWALSKI: Flash it so I can see you."
A - Negative,0.0161,"00:16:48,425 --> 00:16:50,801","KOWALSKI: Flash it so I can see you."
C - Neutral,0.0675,"00:16:48,425 --> 00:16:50,801","KOWALSKI: Flash it so I can see you."
D - Positive,0.5687,"00:16:48,425 --> 00:16:50,801","KOWALSKI: Flash it so I can see you."
E - Very Positive,0.3381,"00:16:48,425 --> 00:16:50,801","KOWALSKI: Flash it so I can see you."
A - Very Negative,0.0425,"00:16:51,052 --> 00:16:52,219","STONE: Okay."
A - Negative,0.2081,"00:16:51,052 --> 00:16:52,219","STONE: Okay."
C - Neutral,0.4529,"00:16:51,052 --> 00:16:52,219","STONE: Okay."
D - Positive,0.2493,"00:16:51,052 --> 00:16:52,219","STONE: Okay."
E - Very Positive,0.0472,"00:16:51,052 --> 00:16:52,219","STONE: Okay."
A - Very Negative,0.0454,"00:16:52,470 --> 00:16:53,929","[PANTING]"
A - Negative,0.2852,"00:16:52,470 --> 00:16:53,929","[PANTING]"
C - Neutral,0.4795,"00:16:52,470 --> 00:16:53,929","[PANTING]"
D - Positive,0.1580,"00:16:52,470 --> 00:16:53,929","[PANTING]"
E - Very Positive,0.0319,"00:16:52,470 --> 00:16:53,929","[PANTING]"
A - Very Negative,0.0395,"00:16:54,848 --> 00:16:58,142","Okay, okay."
A - Negative,0.1850,"00:16:54,848 --> 00:16:58,142","Okay, okay."
C - Neutral,0.2948,"00:16:54,848 --> 00:16:58,142","Okay, okay."
D - Positive,0.4072,"00:16:54,848 --> 00:16:58,142","Okay, okay."
E - Very Positive,0.0736,"00:16:54,848 --> 00:16:58,142","Okay, okay."
A - Very Negative,0.0142,"00:16:54,848 --> 00:16:58,142","Here, here!"
A - Negative,0.1838,"00:16:54,848 --> 00:16:58,142","Here, here!"
C - Neutral,0.6689,"00:16:54,848 --> 00:16:58,142","Here, here!"
D - Positive,0.1273,"00:16:54,848 --> 00:16:58,142","Here, here!"
E - Very Positive,0.0058,"00:16:54,848 --> 00:16:58,142","Here, here!"
A - Very Negative,0.0130,"00:16:54,848 --> 00:16:58,142","I'm here!"
A - Negative,0.0662,"00:16:54,848 --> 00:16:58,142","I'm here!"
C - Neutral,0.5717,"00:16:54,848 --> 00:16:58,142","I'm here!"
D - Positive,0.3169,"00:16:54,848 --> 00:16:58,142","I'm here!"
E - Very Positive,0.0323,"00:16:54,848 --> 00:16:58,142","I'm here!"
A - Very Negative,0.0332,"00:16:58,393 --> 00:17:00,603","KOWALSKI: There you are."
A - Negative,0.1306,"00:16:58,393 --> 00:17:00,603","KOWALSKI: There you are."
C - Neutral,0.2352,"00:16:58,393 --> 00:17:00,603","KOWALSKI: There you are."
D - Positive,0.5050,"00:16:58,393 --> 00:17:00,603","KOWALSKI: There you are."
E - Very Positive,0.0960,"00:16:58,393 --> 00:17:00,603","KOWALSKI: There you are."
A - Very Negative,0.0301,"00:16:58,393 --> 00:17:00,603","Hang on tight."
A - Negative,0.1591,"00:16:58,393 --> 00:17:00,603","Hang on tight."
C - Neutral,0.4412,"00:16:58,393 --> 00:17:00,603","Hang on tight."
D - Positive,0.3226,"00:16:58,393 --> 00:17:00,603","Hang on tight."
E - Very Positive,0.0470,"00:16:58,393 --> 00:17:00,603","Hang on tight."
A - Very Negative,0.0122,"00:17:00,854 --> 00:17:02,396","Report your status."
A - Negative,0.0892,"00:17:00,854 --> 00:17:02,396","Report your status."
C - Neutral,0.6384,"00:17:00,854 --> 00:17:02,396","Report your status."
D - Positive,0.2474,"00:17:00,854 --> 00:17:02,396","Report your status."
E - Very Positive,0.0128,"00:17:00,854 --> 00:17:02,396","Report your status."
A - Very Negative,0.0269,"00:17:02,647 --> 00:17:04,565","STONE: I'm fine, I'm fine."
A - Negative,0.0622,"00:17:02,647 --> 00:17:04,565","STONE: I'm fine, I'm fine."
C - Neutral,0.0985,"00:17:02,647 --> 00:17:04,565","STONE: I'm fine, I'm fine."
D - Positive,0.5955,"00:17:02,647 --> 00:17:04,565","STONE: I'm fine, I'm fine."
E - Very Positive,0.2169,"00:17:02,647 --> 00:17:04,565","STONE: I'm fine, I'm fine."
A - Very Negative,0.0139,"00:17:02,647 --> 00:17:04,565","I'm all right."
A - Negative,0.0582,"00:17:02,647 --> 00:17:04,565","I'm all right."
C - Neutral,0.3870,"00:17:02,647 --> 00:17:04,565","I'm all right."
D - Positive,0.4826,"00:17:02,647 --> 00:17:04,565","I'm all right."
E - Very Positive,0.0583,"00:17:02,647 --> 00:17:04,565","I'm all right."
A - Very Negative,0.0231,"00:17:04,816 --> 00:17:06,901","KOWALSKI: Your status."
A - Negative,0.0948,"00:17:04,816 --> 00:17:06,901","KOWALSKI: Your status."
C - Neutral,0.2836,"00:17:04,816 --> 00:17:06,901","KOWALSKI: Your status."
D - Positive,0.5188,"00:17:04,816 --> 00:17:06,901","KOWALSKI: Your status."
E - Very Positive,0.0797,"00:17:04,816 --> 00:17:06,901","KOWALSKI: Your status."
A - Very Negative,0.0188,"00:17:04,816 --> 00:17:06,901","Give me your readings."
A - Negative,0.0772,"00:17:04,816 --> 00:17:06,901","Give me your readings."
C - Neutral,0.2023,"00:17:04,816 --> 00:17:06,901","Give me your readings."
D - Positive,0.6245,"00:17:04,816 --> 00:17:06,901","Give me your readings."
E - Very Positive,0.0772,"00:17:04,816 --> 00:17:06,901","Give me your readings."
A - Very Negative,0.0215,"00:17:07,152 --> 00:17:08,861","STONE: Three... Three..."
A - Negative,0.1991,"00:17:07,152 --> 00:17:08,861","STONE: Three... Three..."
C - Neutral,0.6656,"00:17:07,152 --> 00:17:08,861","STONE: Three... Three..."
D - Positive,0.1028,"00:17:07,152 --> 00:17:08,861","STONE: Three... Three..."
E - Very Positive,0.0110,"00:17:07,152 --> 00:17:08,861","STONE: Three... Three..."
A - Very Negative,0.0433,"00:17:09,112 --> 00:17:11,155","Three-point-six PSI."
A - Negative,0.2245,"00:17:09,112 --> 00:17:11,155","Three-point-six PSI."
C - Neutral,0.4729,"00:17:09,112 --> 00:17:11,155","Three-point-six PSI."
D - Positive,0.2178,"00:17:09,112 --> 00:17:11,155","Three-point-six PSI."
E - Very Positive,0.0415,"00:17:09,112 --> 00:17:11,155","Three-point-six PSI."
A - Very Negative,0.1370,"00:17:11,531 --> 00:17:13,532","KOWALSKI: Your O2, give me your O2."
A - Negative,0.4858,"00:17:11,531 --> 00:17:13,532","KOWALSKI: Your O2, give me your O2."
C - Neutral,0.1998,"00:17:11,531 --> 00:17:13,532","KOWALSKI: Your O2, give me your O2."
D - Positive,0.1213,"00:17:11,531 --> 00:17:13,532","KOWALSKI: Your O2, give me your O2."
E - Very Positive,0.0561,"00:17:11,531 --> 00:17:13,532","KOWALSKI: Your O2, give me your O2."
A - Very Negative,0.0817,"00:17:13,783 --> 00:17:17,786","STONE: Oxygen is going down."
A - Negative,0.4723,"00:17:13,783 --> 00:17:17,786","STONE: Oxygen is going down."
C - Neutral,0.3443,"00:17:13,783 --> 00:17:17,786","STONE: Oxygen is going down."
D - Positive,0.0789,"00:17:13,783 --> 00:17:17,786","STONE: Oxygen is going down."
E - Very Positive,0.0229,"00:17:13,783 --> 00:17:17,786","STONE: Oxygen is going down."
A - Very Negative,0.0681,"00:17:13,783 --> 00:17:17,786","It's going down fast."
A - Negative,0.3784,"00:17:13,783 --> 00:17:17,786","It's going down fast."
C - Neutral,0.4316,"00:17:13,783 --> 00:17:17,786","It's going down fast."
D - Positive,0.1020,"00:17:13,783 --> 00:17:17,786","It's going down fast."
E - Very Positive,0.0199,"00:17:13,783 --> 00:17:17,786","It's going down fast."
A - Very Negative,0.0681,"00:17:13,783 --> 00:17:17,786","It's going down fast."
A - Negative,0.3784,"00:17:13,783 --> 00:17:17,786","It's going down fast."
C - Neutral,0.4316,"00:17:13,783 --> 00:17:17,786","It's going down fast."
D - Positive,0.1020,"00:17:13,783 --> 00:17:17,786","It's going down fast."
E - Very Positive,0.0199,"00:17:13,783 --> 00:17:17,786","It's going down fast."
A - Very Negative,0.0089,"00:17:13,783 --> 00:17:17,786","Nine..."
A - Negative,0.0999,"00:17:13,783 --> 00:17:17,786","Nine..."
C - Neutral,0.7929,"00:17:13,783 --> 00:17:17,786","Nine..."
D - Positive,0.0921,"00:17:13,783 --> 00:17:17,786","Nine..."
E - Very Positive,0.0062,"00:17:13,783 --> 00:17:17,786","Nine..."
A - Very Negative,0.0878,"00:17:18,413 --> 00:17:19,705","No, 8 percent."
A - Negative,0.5419,"00:17:18,413 --> 00:17:19,705","No, 8 percent."
C - Neutral,0.2804,"00:17:18,413 --> 00:17:19,705","No, 8 percent."
D - Positive,0.0716,"00:17:18,413 --> 00:17:19,705","No, 8 percent."
E - Very Positive,0.0182,"00:17:18,413 --> 00:17:19,705","No, 8 percent."
A - Very Negative,0.1687,"00:17:19,956 --> 00:17:21,332","KOWALSKI: You're breathing too fast."
A - Negative,0.5178,"00:17:19,956 --> 00:17:21,332","KOWALSKI: You're breathing too fast."
C - Neutral,0.2606,"00:17:19,956 --> 00:17:21,332","KOWALSKI: You're breathing too fast."
D - Positive,0.0358,"00:17:19,956 --> 00:17:21,332","KOWALSKI: You're breathing too fast."
E - Very Positive,0.0172,"00:17:19,956 --> 00:17:21,332","KOWALSKI: You're breathing too fast."
A - Very Negative,0.1233,"00:17:21,583 --> 00:17:23,626","You're burning oxygen, and we don't wanna do that."
A - Negative,0.5836,"00:17:21,583 --> 00:17:23,626","You're burning oxygen, and we don't wanna do that."
C - Neutral,0.2475,"00:17:21,583 --> 00:17:23,626","You're burning oxygen, and we don't wanna do that."
D - Positive,0.0328,"00:17:21,583 --> 00:17:23,626","You're burning oxygen, and we don't wanna do that."
E - Very Positive,0.0128,"00:17:21,583 --> 00:17:23,626","You're burning oxygen, and we don't wanna do that."
A - Very Negative,0.1211,"00:17:23,877 --> 00:17:25,586","We wanna relax."
A - Negative,0.6906,"00:17:23,877 --> 00:17:25,586","We wanna relax."
C - Neutral,0.1423,"00:17:23,877 --> 00:17:25,586","We wanna relax."
D - Positive,0.0331,"00:17:23,877 --> 00:17:25,586","We wanna relax."
E - Very Positive,0.0130,"00:17:23,877 --> 00:17:25,586","We wanna relax."
A - Very Negative,0.0327,"00:17:23,877 --> 00:17:25,586","Copy?"
A - Negative,0.3450,"00:17:23,877 --> 00:17:25,586","Copy?"
C - Neutral,0.4994,"00:17:23,877 --> 00:17:25,586","Copy?"
D - Positive,0.1050,"00:17:23,877 --> 00:17:25,586","Copy?"
E - Very Positive,0.0180,"00:17:23,877 --> 00:17:25,586","Copy?"
A - Very Negative,0.1235,"00:17:25,837 --> 00:17:27,421","STONE: Okay, sorry."
A - Negative,0.5515,"00:17:25,837 --> 00:17:27,421","STONE: Okay, sorry."
C - Neutral,0.2445,"00:17:25,837 --> 00:17:27,421","STONE: Okay, sorry."
D - Positive,0.0578,"00:17:25,837 --> 00:17:27,421","STONE: Okay, sorry."
E - Very Positive,0.0228,"00:17:25,837 --> 00:17:27,421","STONE: Okay, sorry."
A - Very Negative,0.0424,"00:17:25,837 --> 00:17:27,421","Yes, copy."
A - Negative,0.3922,"00:17:25,837 --> 00:17:27,421","Yes, copy."
C - Neutral,0.4051,"00:17:25,837 --> 00:17:27,421","Yes, copy."
D - Positive,0.1399,"00:17:25,837 --> 00:17:27,421","Yes, copy."
E - Very Positive,0.0204,"00:17:25,837 --> 00:17:27,421","Yes, copy."
A - Very Negative,0.0098,"00:17:27,672 --> 00:17:30,090","KOWALSKI: All right."
A - Negative,0.0399,"00:17:27,672 --> 00:17:30,090","KOWALSKI: All right."
C - Neutral,0.2908,"00:17:27,672 --> 00:17:30,090","KOWALSKI: All right."
D - Positive,0.5972,"00:17:27,672 --> 00:17:30,090","KOWALSKI: All right."
E - Very Positive,0.0622,"00:17:27,672 --> 00:17:30,090","KOWALSKI: All right."
A - Very Negative,0.0099,"00:17:27,672 --> 00:17:30,090","Nearly there."
A - Negative,0.0777,"00:17:27,672 --> 00:17:30,090","Nearly there."
C - Neutral,0.7875,"00:17:27,672 --> 00:17:30,090","Nearly there."
D - Positive,0.1156,"00:17:27,672 --> 00:17:30,090","Nearly there."
E - Very Positive,0.0093,"00:17:27,672 --> 00:17:30,090","Nearly there."
A - Very Negative,0.0171,"00:17:27,672 --> 00:17:30,090","- Copy."
A - Negative,0.1069,"00:17:27,672 --> 00:17:30,090","- Copy."
C - Neutral,0.7175,"00:17:27,672 --> 00:17:30,090","- Copy."
D - Positive,0.1429,"00:17:27,672 --> 00:17:30,090","- Copy."
E - Very Positive,0.0155,"00:17:27,672 --> 00:17:30,090","- Copy."
A - Very Negative,0.0363,"00:17:27,672 --> 00:17:30,090","Please hurry."
A - Negative,0.3385,"00:17:27,672 --> 00:17:30,090","Please hurry."
C - Neutral,0.5814,"00:17:27,672 --> 00:17:30,090","Please hurry."
D - Positive,0.0386,"00:17:27,672 --> 00:17:30,090","Please hurry."
E - Very Positive,0.0051,"00:17:27,672 --> 00:17:30,090","Please hurry."
A - Very Negative,0.0750,"00:17:31,343 --> 00:17:33,219","KOWALSKI: You can holster that torch, Dr. Stone."
A - Negative,0.3955,"00:17:31,343 --> 00:17:33,219","KOWALSKI: You can holster that torch, Dr. Stone."
C - Neutral,0.3537,"00:17:31,343 --> 00:17:33,219","KOWALSKI: You can holster that torch, Dr. Stone."
